Date,Hour,Junction,Vehicles,temp_norm,humidity_norm,precip_norm,windspeed_norm,DateTime,Vehicles_lag_1,Vehicles_lag_2,Vehicles_lag_24,DateTime_raw,Time,Vehicles_raw,ID,temp,humidity,precip,windspeed,weather conditions,Event_Name,Event_Type,temp_norm_raw,humidity_norm_raw,precip_norm_raw,windspeed_norm_raw,Day_of_Week,Month,Is_Weekend,Event_Flag
2015-11-02,10,1,32,0.481927711,0.814756672,0.471408318,0.020338983,2015-11-02 10:00:00,22.0,12.0,15.0,2015-11-02 10:00:00,10:00:00,32,20151102101,77.7,87.1,1.995,7.5,"Rain, Partially cloudy",NONE,NONE,0.481927711,0.814756672,0.471408318,0.020338983,Monday,11,0,1
2015-11-02,11,1,31,0.481927711,0.814756672,0.471408318,0.020338983,2015-11-02 11:00:00,32.0,22.0,17.0,2015-11-02 11:00:00,11:00:00,31,20151102111,77.7,87.1,1.995,7.5,"Rain, Partially cloudy",NONE,NONE,0.481927711,0.814756672,0.471408318,0.020338983,Monday,11,0,1
2015-11-02,12,1,35,0.481927711,0.814756672,0.471408318,0.020338983,2015-11-02 12:00:00,31.0,32.0,16.0,2015-11-02 12:00:00,12:00:00,35,20151102121,77.7,87.1,1.995,7.5,"Rain, Partially cloudy",NONE,NONE,0.481927711,0.814756672,0.471408318,0.020338983,Monday,11,0,1
2015-11-02,13,1,26,0.481927711,0.814756672,0.471408318,0.020338983,2015-11-02 13:00:00,35.0,31.0,15.0,2015-11-02 13:00:00,13:00:00,26,20151102131,77.7,87.1,1.995,7.5,"Rain, Partially cloudy",NONE,NONE,0.481927711,0.814756672,0.471408318,0.020338983,Monday,11,0,1
2015-11-02,14,1,34,0.481927711,0.814756672,0.471408318,0.020338983,2015-11-02 14:00:00,26.0,35.0,16.0,2015-11-02 14:00:00,14:00:00,34,20151102141,77.7,87.1,1.995,7.5,"Rain, Partially cloudy",NONE,NONE,0.481927711,0.814756672,0.471408318,0.020338983,Monday,11,0,1
2015-11-02,15,1,30,0.481927711,0.814756672,0.471408318,0.020338983,2015-11-02 15:00:00,34.0,26.0,12.0,2015-11-02 15:00:00,15:00:00,30,20151102151,77.7,87.1,1.995,7.5,"Rain, Partially cloudy",NONE,NONE,0.481927711,0.814756672,0.471408318,0.020338983,Monday,11,0,1
2015-11-02,16,1,27,0.481927711,0.814756672,0.471408318,0.020338983,2015-11-02 16:00:00,30.0,34.0,12.0,2015-11-02 16:00:00,16:00:00,27,20151102161,77.7,87.1,1.995,7.5,"Rain, Partially cloudy",NONE,NONE,0.481927711,0.814756672,0.471408318,0.020338983,Monday,11,0,1
2015-11-02,17,1,27,0.481927711,0.814756672,0.471408318,0.020338983,2015-11-02 17:00:00,27.0,30.0,16.0,2015-11-02 17:00:00,17:00:00,27,20151102171,77.7,87.1,1.995,7.5,"Rain, Partially cloudy",NONE,NONE,0.481927711,0.814756672,0.471408318,0.020338983,Monday,11,0,1
2015-11-02,18,1,24,0.481927711,0.814756672,0.471408318,0.020338983,2015-11-02 18:00:00,27.0,27.0,17.0,2015-11-02 18:00:00,18:00:00,24,20151102181,77.7,87.1,1.995,7.5,"Rain, Partially cloudy",NONE,NONE,0.481927711,0.814756672,0.471408318,0.020338983,Monday,11,0,1
2015-11-02,19,1,26,0.481927711,0.814756672,0.471408318,0.020338983,2015-11-02 19:00:00,24.0,27.0,20.0,2015-11-02 19:00:00,19:00:00,26,20151102191,77.7,87.1,1.995,7.5,"Rain, Partially cloudy",NONE,NONE,0.481927711,0.814756672,0.471408318,0.020338983,Monday,11,0,1
2015-11-02,20,1,29,0.481927711,0.814756672,0.471408318,0.020338983,2015-11-02 20:00:00,26.0,24.0,17.0,2015-11-02 20:00:00,20:00:00,29,20151102201,77.7,87.1,1.995,7.5,"Rain, Partially cloudy",NONE,NONE,0.481927711,0.814756672,0.471408318,0.020338983,Monday,11,0,1
2015-11-02,21,1,32,0.481927711,0.814756672,0.471408318,0.020338983,2015-11-02 21:00:00,29.0,26.0,19.0,2015-11-02 21:00:00,21:00:00,32,20151102211,77.7,87.1,1.995,7.5,"Rain, Partially cloudy",NONE,NONE,0.481927711,0.814756672,0.471408318,0.020338983,Monday,11,0,1
2015-11-02,22,1,30,0.481927711,0.814756672,0.471408318,0.020338983,2015-11-02 22:00:00,32.0,29.0,20.0,2015-11-02 22:00:00,22:00:00,30,20151102221,77.7,87.1,1.995,7.5,"Rain, Partially cloudy",NONE,NONE,0.481927711,0.814756672,0.471408318,0.020338983,Monday,11,0,1
2015-11-02,23,1,27,0.481927711,0.814756672,0.471408318,0.020338983,2015-11-02 23:00:00,30.0,32.0,15.0,2015-11-02 23:00:00,23:00:00,27,20151102231,77.7,87.1,1.995,7.5,"Rain, Partially cloudy",NONE,NONE,0.481927711,0.814756672,0.471408318,0.020338983,Monday,11,0,1
2015-11-03,0,1,21,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 00:00:00,27.0,30.0,14.0,2015-11-03 00:00:00,00:00:00,21,20151103001,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,1,1,18,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 01:00:00,21.0,27.0,12.0,2015-11-03 01:00:00,01:00:00,18,20151103011,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,2,1,19,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 02:00:00,18.0,21.0,14.0,2015-11-03 02:00:00,02:00:00,19,20151103021,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,3,1,13,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 03:00:00,19.0,18.0,12.0,2015-11-03 03:00:00,03:00:00,13,20151103031,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,4,1,11,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 04:00:00,13.0,19.0,12.0,2015-11-03 04:00:00,04:00:00,11,20151103041,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,5,1,11,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 05:00:00,11.0,13.0,11.0,2015-11-03 05:00:00,05:00:00,11,20151103051,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,6,1,11,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 06:00:00,11.0,11.0,13.0,2015-11-03 06:00:00,06:00:00,11,20151103061,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,7,1,14,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 07:00:00,11.0,11.0,14.0,2015-11-03 07:00:00,07:00:00,14,20151103071,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,8,1,15,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 08:00:00,14.0,11.0,12.0,2015-11-03 08:00:00,08:00:00,15,20151103081,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,9,1,29,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 09:00:00,15.0,14.0,22.0,2015-11-03 09:00:00,09:00:00,29,20151103091,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,10,1,33,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 10:00:00,29.0,15.0,32.0,2015-11-03 10:00:00,10:00:00,33,20151103101,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,11,1,32,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 11:00:00,33.0,29.0,31.0,2015-11-03 11:00:00,11:00:00,32,20151103111,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,12,1,32,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 12:00:00,32.0,33.0,35.0,2015-11-03 12:00:00,12:00:00,32,20151103121,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,13,1,29,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 13:00:00,32.0,32.0,26.0,2015-11-03 13:00:00,13:00:00,29,20151103131,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,14,1,27,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 14:00:00,29.0,32.0,34.0,2015-11-03 14:00:00,14:00:00,27,20151103141,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,15,1,26,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 15:00:00,27.0,29.0,30.0,2015-11-03 15:00:00,15:00:00,26,20151103151,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,16,1,28,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 16:00:00,26.0,27.0,27.0,2015-11-03 16:00:00,16:00:00,28,20151103161,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,17,1,26,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 17:00:00,28.0,26.0,27.0,2015-11-03 17:00:00,17:00:00,26,20151103171,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,18,1,25,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 18:00:00,26.0,28.0,24.0,2015-11-03 18:00:00,18:00:00,25,20151103181,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,19,1,29,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 19:00:00,25.0,26.0,26.0,2015-11-03 19:00:00,19:00:00,29,20151103191,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,20,1,26,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 20:00:00,29.0,25.0,29.0,2015-11-03 20:00:00,20:00:00,26,20151103201,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,21,1,24,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 21:00:00,26.0,29.0,32.0,2015-11-03 21:00:00,21:00:00,24,20151103211,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,22,1,25,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 22:00:00,24.0,26.0,30.0,2015-11-03 22:00:00,22:00:00,25,20151103221,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-03,23,1,20,0.401606426,0.899529042,0.471644612,0.025988701,2015-11-03 23:00:00,25.0,24.0,27.0,2015-11-03 23:00:00,23:00:00,20,20151103231,75.7,92.5,1.996,8.0,"Rain, Partially cloudy",NONE,NONE,0.401606426,0.899529042,0.471644612,0.025988701,Tuesday,11,0,1
2015-11-04,0,1,18,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 00:00:00,20.0,25.0,21.0,2015-11-04 00:00:00,00:00:00,18,20151104001,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,1,1,18,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 01:00:00,18.0,20.0,18.0,2015-11-04 01:00:00,01:00:00,18,20151104011,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,2,1,13,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 02:00:00,18.0,18.0,19.0,2015-11-04 02:00:00,02:00:00,13,20151104021,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,3,1,13,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 03:00:00,13.0,18.0,13.0,2015-11-04 03:00:00,03:00:00,13,20151104031,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,4,1,10,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 04:00:00,13.0,13.0,11.0,2015-11-04 04:00:00,04:00:00,10,20151104041,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,5,1,12,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 05:00:00,10.0,13.0,11.0,2015-11-04 05:00:00,05:00:00,12,20151104051,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,6,1,13,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 06:00:00,12.0,10.0,11.0,2015-11-04 06:00:00,06:00:00,13,20151104061,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,7,1,11,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 07:00:00,13.0,12.0,14.0,2015-11-04 07:00:00,07:00:00,11,20151104071,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,8,1,13,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 08:00:00,11.0,13.0,15.0,2015-11-04 08:00:00,08:00:00,13,20151104081,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,9,1,22,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 09:00:00,13.0,11.0,29.0,2015-11-04 09:00:00,09:00:00,22,20151104091,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,10,1,26,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 10:00:00,22.0,13.0,33.0,2015-11-04 10:00:00,10:00:00,26,20151104101,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,11,1,27,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 11:00:00,26.0,22.0,32.0,2015-11-04 11:00:00,11:00:00,27,20151104111,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,12,1,31,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 12:00:00,27.0,26.0,32.0,2015-11-04 12:00:00,12:00:00,31,20151104121,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,13,1,24,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 13:00:00,31.0,27.0,29.0,2015-11-04 13:00:00,13:00:00,24,20151104131,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,14,1,23,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 14:00:00,24.0,31.0,27.0,2015-11-04 14:00:00,14:00:00,23,20151104141,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,15,1,26,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 15:00:00,23.0,24.0,26.0,2015-11-04 15:00:00,15:00:00,26,20151104151,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,16,1,26,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 16:00:00,26.0,23.0,28.0,2015-11-04 16:00:00,16:00:00,26,20151104161,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,17,1,24,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 17:00:00,26.0,26.0,26.0,2015-11-04 17:00:00,17:00:00,24,20151104171,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,18,1,23,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 18:00:00,24.0,26.0,25.0,2015-11-04 18:00:00,18:00:00,23,20151104181,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,19,1,25,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 19:00:00,23.0,24.0,29.0,2015-11-04 19:00:00,19:00:00,25,20151104191,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,20,1,26,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 20:00:00,25.0,23.0,26.0,2015-11-04 20:00:00,20:00:00,26,20151104201,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,21,1,24,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 21:00:00,26.0,25.0,24.0,2015-11-04 21:00:00,21:00:00,24,20151104211,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,22,1,26,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 22:00:00,24.0,26.0,25.0,2015-11-04 22:00:00,22:00:00,26,20151104221,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-04,23,1,24,0.477911647,0.866562009,0.305056711,0.032768362,2015-11-04 23:00:00,26.0,24.0,20.0,2015-11-04 23:00:00,23:00:00,24,20151104231,77.6,90.4,1.291,8.6,"Rain, Partially cloudy",NONE,NONE,0.477911647,0.866562009,0.305056711,0.032768362,Wednesday,11,0,1
2015-11-05,0,1,19,0.485943775,0.734693878,0.008506616,0.027118644,2015-11-05 00:00:00,24.0,26.0,18.0,2015-11-05 00:00:00,00:00:00,19,20151105001,77.8,82.0,0.036,8.1,"Rain, Partially cloudy",NONE,NONE,0.485943775,0.734693878,0.008506616,0.027118644,Thursday,11,0,1
2015-11-05,1,1,20,0.485943775,0.734693878,0.008506616,0.027118644,2015-11-05 01:00:00,19.0,24.0,18.0,2015-11-05 01:00:00,01:00:00,20,20151105011,77.8,82.0,0.036,8.1,"Rain, Partially cloudy",NONE,NONE,0.485943775,0.734693878,0.008506616,0.027118644,Thursday,11,0,1
2015-11-05,2,1,18,0.485943775,0.734693878,0.008506616,0.027118644,2015-11-05 02:00:00,20.0,19.0,13.0,2015-11-05 02:00:00,02:00:00,18,20151105021,77.8,82.0,0.036,8.1,"Rain, Partially cloudy",NONE,NONE,0.485943775,0.734693878,0.008506616,0.027118644,Thursday,11,0,1
2015-11-05,3,1,13,0.485943775,0.734693878,0.008506616,0.027118644,2015-11-05 03:00:00,18.0,20.0,13.0,2015-11-05 03:00:00,03:00:00,13,20151105031,77.8,82.0,0.036,8.1,"Rain, Partially cloudy",NONE,NONE,0.485943775,0.734693878,0.008506616,0.027118644,Thursday,11,0,1
2015-11-05,4,1,13,0.485943775,0.734693878,0.008506616,0.027118644,2015-11-05 04:00:00,13.0,18.0,10.0,2015-11-05 04:00:00,04:00:00,13,20151105041,77.8,82.0,0.036,8.1,"Rain, Partially cloudy",NONE,NONE,0.485943775,0.734693878,0.008506616,0.027118644,Thursday,11,0,1
2015-11-05,5,1,9,0.485943775,0.734693878,0.008506616,0.027118644,2015-11-05 05:00:00,13.0,13.0,12.0,2015-11-05 05:00:00,05:00:00,9,20151105051,77.8,82.0,0.036,8.1,"Rain, Partially cloudy",NONE,NONE,0.485943775,0.734693878,0.008506616,0.027118644,Thursday,11,0,1
2015-11-05,6,1,12,0.485943775,0.734693878,0.008506616,0.027118644,2015-11-05 06:00:00,9.0,13.0,13.0,2015-11-05 06:00:00,06:00:00,12,20151105061,77.8,82.0,0.036,8.1,"Rain, Partially cloudy",NONE,NONE,0.485943775,0.734693878,0.008506616,0.027118644,Thursday,11,0,1
2015-11-05,7,1,12,0.485943775,0.734693878,0.008506616,0.027118644,2015-11-05 07:00:00,12.0,9.0,11.0,2015-11-05 07:00:00,07:00:00,12,20151105071,77.8,82.0,0.036,8.1,"Rain, Partially cloudy",NONE,NONE,0.485943775,0.734693878,0.008506616,0.027118644,Thursday,11,0,1
2015-11-05,8,1,15,0.485943775,0.734693878,0.008506616,0.027118644,2015-11-05 08:00:00,12.0,12.0,13.0,2015-11-05 08:00:00,08:00:00,15,20151105081,77.8,82.0,0.036,8.1,"Rain, Partially cloudy",NONE,NONE,0.485943775,0.734693878,0.008506616,0.027118644,Thursday,11,0,1
2015-11-05,9,1,16,0.485943775,0.734693878,0.008506616,0.027118644,2015-11-05 09:00:00,15.0,12.0,22.0,2015-11-05 09:00:00,09:00:00,16,20151105091,77.8,82.0,0.036,8.1,"Rain, Partially cloudy",NONE,NONE,0.485943775,0.734693878,0.008506616,0.027118644,Thursday,11,0,1
2015-11-05,10,1,23,0.485943775,0.734693878,0.008506616,0.027118644,2015-11-05 10:00:00,16.0,15.0,26.0,2015-11-05 10:00:00,10:00:00,23,20151105101,77.8,82.0,0.036,8.1,"Rain, Partially cloudy",NONE,NONE,0.485943775,0.734693878,0.008506616,0.027118644,Thursday,11,0,1
2015-11-05,11,1,24,0.485943775,0.734693878,0.008506616,0.027118644,2015-11-05 11:00:00,23.0,16.0,27.0,2015-11-05 11:00:00,11:00:00,24,20151105111,77.8,82.0,0.036,8.1,"Rain, Partially cloudy",NONE,NONE,0.485943775,0.734693878,0.008506616,0.027118644,Thursday,11,0,1
